links,titles,lyrics,album
/song:another-thin-line,Another Thin Line,"Gray morning sky Splits through the shade Another day come More time to make Kids growing up Cat's getting fatter Lying here with you Nothing else matters You work hard Keep your eyes on the prize Wake up Wake up Makes you open your eyes Every muscle Every muscle In your body hurts Stop praying for things to get better Pray they don't get worse They don't get worse Another thin line I don't dare cross Another home game Another close loss Well, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by The work week Time to move on Another heartache Another dream gone A cold day A cold day Ain't no sun No use complaining No use complaining Gotta get the job done Gotta get the job done Another thin line I don't dare cross Another home game Another close loss Yeah, we'll get by We'll get by Baby, we'll get by Baby, we'll get by Yeah, we'll get by Well it ain't us Up on the stocks I stand below You sit pretty on top Well, how long Before it's my turn The bottom line's That souls do burn Souls do burn Souls do burn The money's all gone Nothing in the banks Somebody gets sick Family closes rank Before you know it Christmas is here You wake up It's a new year It's a new year Another thin line I don't dare cross Another home game Another close loss Well, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Another thin line That I don't dare cross Another home game Another close loss Well, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by Baby, we'll get by",East Carson Street
/song:apache,Apache,NA,NA
/song:apollo-medley,Apollo Medley,NA,NA
/song:arabian-nights,Arabian Nights,NA,NA
/song:around-and-around,Around And Around,NA,NA
/song:as-long-as-i-can-be-with-you,As Long As I (Can Be With You),NA,NA
/song:atlantic-city,Atlantic City,"Well they blew up the chicken man in Philly last night Now they blew up his house too Down on the boardwalk they're getting ready for a fight Gonna see what them racket boys can do Now there's trouble busting in from outta state And the D.A. can't get no relief Gonna be a rumble out on the promenade And the gambling commissions hanging on by the skin of its teeth Well now everything dies baby that's a fact But maybe everything that dies someday comes back Put your makeup on, fix your hair up pretty And meet me tonight in Atlantic City Well I got a job and tried to put my money away But I got debts that no honest man can pay So I drew what I had from the Central Trust And I bought us two tickets on that Coast City bus Now baby everything dies baby that's a fact But maybe everything that dies someday comes back Put your makeup on, fix your hair up pretty And meet me tonight in Atlantic City Now our luck may have died and our love may be cold But with you forever I'll stay We're going out where the sand's turning to gold So put on your stockings, baby, 'cause the night's getting cold And maybe everything dies, that's a fact But maybe everything that dies someday comes back Hoo hoo Now I've been looking for a job but it's hard to find Down here it's just winners and losers and don't get caught on the wrong side of that line Well I'm tired of coming out on this losing end So honey last night I met this guy and I'm gonna do a little favor for him Well I guess everything dies baby that's a fact But maybe everything that dies someday comes back Put your hair up nice and set up pretty And meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City Meet me tonight in Atlantic City",Nebraska
/song:au-clair-de-la-lune,Au clair de la lune,NA,NA
/song:auatc,AUATC,"Well you're up all night and your head's down low If you can see your own kite shed a little light You know a burden ain't a bust, you are the only way to trust ya It's only fair it burns up in that rust Lay down, Martha, lay down the holy banner flag Hold out, Martha, help is surely on its way And it's not right, don't bask in the glory of mine But oh no they cannot take that part away They ate up all their cake and they drank their own wine They were always on the take, will you shed a little light Well you know the burden ain't a gust, the only path to love is touch And now I know that all that ain't probably amount to much Lay down, Martha, lay all that alabaster down There's no master, help will surely come around I don't ask, I don't bask in the glory oh no And it's up to me if I don't wear a mask Well you're up all night and your neighbors don't know Man your neighbors don't know, so shed a little light on it You know a burden ain't a bust, you know the truth's been made a crutch No no no only them who's pauper lays him up",AUATC
/song:auld-lang-syne,Auld Lang Syne,NA,NA
/song:baby-doll,Baby Doll,NA,NA
/song:baby-i,Baby I,Baby I don't need your loving no more Baby I don't need your kisses no more Baby I don't need your tender touch Baby I Baby I don't need your tender kiss Baby I you will never miss Baby I don't want you 'round me no more Baby I 'Cause I got someone new Somebody better than you Somebody who'll be true Somebody better than you Aw! Baby I don't need your loving no more Baby I don't need your kisses no more Baby I don't need your tender touch Baby I Baby I don't need your tender kiss Baby I you will never miss Baby I don't want you 'round me no more Baby I 'Cause I got someone new Somebody better than you Somebody who'll be true Somebody better than you Baby I don't need your loving no more Baby I don't need your kisses no more Baby I don't need your tender touch Baby I Baby I don't need your tender kiss Baby I you will never miss Baby I don't want you 'round me no more Baby I 'Cause I got someone new Yes indeed.,Chapter And Verse
/song:baby-i-love-you,"Baby, I Love You",NA,NA
/song:baby-i-m-a-star,Baby I'm A Star,NA,NA
/song:baby-i-ve-been-missing-you,"Baby, I've Been Missing You",NA,NA
/song:baby-please-don-t-go,"Baby, Please Don't Go",NA,NA
/song:baby-what-you-want-me-to-do,Baby What You Want Me To Do,NA,NA
/song:baby-workout,Baby Workout,NA,NA
/song:back-door-man,Back Door Man,NA,NA
/song:back-in-the-u-s-a,Back In The U.S.A.,NA,NA
/song:back-in-your-arms,Back In Your Arms,"In my dream our love was lost, I lived by luck and fate I carried you inside of me, prayed it wouldn't be too late Now I'm standin' on this empty road where nothin' moves but the wind And honey I just wanna be back in your arms Back in your arms again Back in your arms Back in your arms again Once I was your treasure and I saw your face in every star But these promises we make at night, oh that's all they are Unless we fill them with faith and love they're empty as the howlin' wind And honey I just wanna be back in your arms Back in your arms again Back in your arms Back in your arms again Back in your arms Back in your arms again You came to me with love and kindness But all my life I've been a prisoner of my own blindness I met you with indifference and I don't know why Now I wake from my dream, I wake from my dream to this world Where all is shadow and darkness and above me a dark sky unfurls And all the love I've thrown away and lost I'm longin' for again Now darlin' I just wanna be back in your arms Back in your arms again Back in your arms Back in your arms again Back in your arms Back in your arms again Back in your arms Back in your arms again",Tracks
/song:backstreets,Backstreets,"One soft infested summer me and Terry became friends Trying in vain to breathe the fire we was born in Catching rides to the outskirts, tying faith between our teeth Sleeping in that old abandoned beach house, getting wasted in the heat And hiding on the backstreets, hiding on the backstreets With a love so hard and filled with defeat Running for our lives at night on them backstreets Na, na na na Slow dancing in the dark on the beach at Stockton's Wing Where desperate lovers park we sat with the last of the Duke Street Kings Huddled in our cars waiting for the bells that ring In the deep heart of the night when you let loose of everything To go running on the backstreets, running on the backstreets Terry you swore we'd live forever Taking it on them backstreets together Yeah Endless juke joints and Valentino drag Where dancers scraped the tears up off the street dressed down in rags Running into the darkness, some hurt bad some really dying At night sometimes it seemed you could hear that whole damn city crying Blame it on the lies that killed us, blame it on the truth that ran us down You can blame it all on me Terry, it don't matter to me now When the breakdown hit at midnight there was nothing left to say But I hated him and I hated you when you went away Whoah, whoah Whoah, whoah Now laying here in the dark, you're like an angel on my chest Just another tramp of hearts crying tears of faithlessness Remember all the movies, Terry, we'd go see Trying to learn how to walk like the heroes we thought we had to be Well after all this time to find we're just like all the rest Stranded in the park and forced to confess To hiding on the backstreets, hiding on the backstreets Well we swore forever friends, hey! On the backstreets until the end Uh, uh, uh Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets It's alright To go hiding on the backstreets tonight Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets, hiding on the backstreets Hiding on the backstreets Whoah! Hey! Whoahhh! Hey! Hey, hey, hey Yeah, yeah Whoah, oh, oh Whoo, ooh Ooh Ooh, ooh, ooh, ooooh",Born To Run
/song:bad-day,Bad Day,NA,NA
/song:bad-luck,Bad Luck,NA,NA
/song:bad-moon-rising,Bad Moon Rising,NA,NA
/song:badlands,Badlands,"Lights out tonight, trouble in the heartland Got a head-on collision smashing in my guts man I'm caught in a crossfire that I don't understand But there's one thing I know for sure Girl, I don't give a damn for the same old played out scenes Baby, I don't give a damn for just the in-betweens Honey, I want the heart, I want the soul, I want control right now You better listen to me baby, talk about a dream, try to make it real You wake up in the night with a fear so real You spend your life waiting for a moment that just don't come Well don't waste your time waiting Badlands, you gotta live it every day Let the broken hearts stand as the price you've gotta pay We'll keep pushing till it's understood And these badlands start treating us good Working in the field till you get your back burned Working 'neath the wheels till you get your facts learned Baby, I got my facts learned real good right now You better get it straight, darling Poor man wanna be rich, rich man wanna be king And a king ain't satisfied till he rules everything I wanna go out tonight, I wanna find out what I got Well I believe in the love that you gave me I believe in the faith that could save me I believe in the hope and I pray that some day it may raise me above these Badlands, you gotta live it every day Let the broken hearts stand as the price you've gotta pay Keep pushing till it's understood And these badlands start treating us good Awhoa whoa whoa whoa Mmmmmmmmm Mmmmmmmmm Mmmmmmmmm Mmmmmmmmm For the ones who had a notion, a notion deep inside That it ain't no sin to be glad you're alive I wanna find one face that ain't looking through me I wanna find one place, I wanna spit in the face of these Badlands, you gotta live it every day Let the broken hearts stand as the price you've gotta pay Keep moving till it's understood And these badlands start treating us good Awhoa whoa whoa whoa Badlands, awhoa whoa whoa whoa Badlands, awhoa whoa whoa whoa Badlands, ahwoa whoa whoa whoa Badlands, ahwoa whoa whoa whoa Badlands, ahwoa whoa whoa whoa Badlands…",Darkness On The Edge Of Town
